,Q14_hrs_all_jobs,Q2_Health,Q49_gender,Q50_age,Q3_Income_vs_5yr_ago,avg_hours_worked,avg_hours_worked_men,avg_hours_worked_women,Q4_Income_vs_5yr_fut,Q11_why_other_job,Q33_have_right_edu,Q62_ever_incarcerated,Q64_personal_income_cleaned,Q65_household_income_cleaned,statename,region
7692,50,3,1,47,3,38.4,41.3,35.1,3,,1,0,155000,155000,Illinois,Midwest Region
7693,50,5,1,24,3,37.9,40.4,35.1,3,,1,0,46000,46000,Illinois,Midwest Region
7695,55,4,2,51,3,40.1,42.5,37.4,3,,1,0,160000,210000,Texas,South Region
7696,45,5,1,25,3,37.6,39.6,35.6,3,,0,0,43000,56000,North Carolina,South Region
7697,40,4,1,53,3,38.9,41.8,35.7,3,,1,0,,,Pennsylvania,Northeast Region
7698,10,4,1,51,2,40.4,42.7,37.5,3,2,1,0,83000,125000,Texas,South Region
7699,50,4,1,59,3,36.2,38.4,33.7,3,,1,0,82000,373000,California,West Region
7702,50,4,2,56,2,39.1,41.1,37.2,3,,1,0,28000,30000,Georgia,South Region
7704,70,4,2,47,2,37.5,39.5,35.2,3,1,1,0,72000,140000,New York,Northeast Region
7705,18,4,2,30,3,38.2,40.7,35.4,3,2,1,0,12000,40000,Oklahoma,South Region
7706,40,3,1,50,3,38.5,40.7,36.3,2,,0,0,,,Louisiana,South Region
7707,40,5,2,35,3,40.2,43.2,36.8,3,,1,0,26000,26000,South Carolina,South Region
7708,45,3,1,62,3,38,39.8,36,3,,1,0,150000,190000,California,West Region
7709,50,5,1,37,2,37.5,40.3,34.6,3,,1,0,,,Massachusetts,Northeast Region
7711,40,3,1,61,3,37.4,39.6,35.1,1,,1,0,58000,58000,New York,Northeast Region
7713,29,3,1,39,3,37.8,40,35.5,3,,1,0,65000,120000,Ohio,Midwest Region
7714,55,4,2,26,3,37.8,39.6,35.9,3,2,1,0,60000,60000,Wisconsin,Midwest Region
7717,40,3,2,32,3,38.4,39.4,37.4,3,,0,0,53500,53500,Maryland,South Region
7718,32,3,2,35,3,38.6,42.3,34.5,2,,0,0,18000,68000,Michigan,Midwest Region
7720,40,5,2,37,3,38,40.6,35.1,3,,1,0,280000,280000,California,West Region
7722,44,3,1,26,3,38,40.1,36,3,,1,0,86000,86000,Massachusetts,Northeast Region
7724,80,3,2,33,3,40.1,41.7,38.4,3,,0,0,70000,70000,California,West Region
7725,60,3,1,32,3,37.7,39.9,35.2,2,,1,0,90000,150000,Missouri,Midwest Region
7726,45,4,1,59,3,37.9,40.7,34.9,2,,1,0,100000,150000,Michigan,Midwest Region
7727,50,3,1,43,3,38.5,41.3,35.5,3,,1,0,,,Massachusetts,Northeast Region
7728,40,3,1,39,3,33.7,36,31.1,3,,1,0,66500,120500,Iowa,Midwest Region
7731,40,3,2,60,3,38.3,40.5,35.8,2,,1,0,207000,207000,Alabama,South Region
7733,25,4,2,36,3,37.5,40.5,34.3,3,,0,0,12000,140000,Michigan,Midwest Region
7734,45,4,2,69,3,38.6,41.6,35.5,1,,1,0,85000,85000,Connecticut,Northeast Region
7736,42,3,1,29,3,38.6,40.5,36.5,3,2,0,0,37000,70000,Illinois,Midwest Region
7739,65,2,1,39,2,38.4,40.6,35.8,2,1,1,1,70000,80000,Colorado,West Region
7740,48,4,1,44,3,39.2,41.1,37.2,1,,1,0,170000,170000,Florida,South Region
7741,25,3,2,22,3,38.9,41.4,36.2,3,,0,1,1000,4000,Ohio,Midwest Region
7742,40,3,1,48,2,39.2,41.3,36.9,2,,1,0,,,Georgia,South Region
7743,40,4,2,58,2,40.3,43.7,36.7,2,,1,0,50000,52000,Iowa,Midwest Region
7745,45,3,1,25,3,37.7,40.3,35,1,,1,0,65000,65000,Michigan,Midwest Region
7747,30,5,2,24,2,38.7,41.3,35.8,3,2,0,0,10500,250000,Maryland,South Region
7748,55,4,1,30,3,38.9,40.6,37.2,3,2,1,0,65000,65000,Florida,South Region
7749,45,5,2,38,3,38.2,40.4,35.9,3,,1,0,105000,230000,Connecticut,Northeast Region
7751,36,3,1,38,2,39.9,43.1,36.3,2,,1,0,20000,60000,Wisconsin,Midwest Region
7752,40,5,1,36,3,39.3,42.7,35.5,3,,1,0,115000,150000,Georgia,South Region
7755,40,4,1,35,3,39.5,41.6,37.1,3,,1,0,113000,113000,Virginia,South Region
7756,60,3,1,50,3,39.1,41.1,37.2,2,,0,0,,,Georgia,South Region
7757,50,4,2,47,3,38.7,41.9,35.2,2,,1,0,35000,60000,Ohio,Midwest Region
7758,40,3,1,45,3,40.1,42.7,37.2,2,,1,0,75000,95000,Texas,South Region
7760,45,4,1,61,3,38.1,40.4,35.4,3,,1,0,185000,190000,California,West Region
7761,30,4,1,70,2,43,45.9,39.4,3,4,1,0,100000,220000,Louisiana,South Region
7762,50,4,1,67,2,38.6,40.9,35.7,1,,1,0,135000,135000,California,West Region
7763,40,4,1,50,3,39.2,41.6,36.5,3,,1,0,90000,100000,Georgia,South Region
7765,55,2,2,55,2,38.5,40.3,36.6,2,,1,0,55000,73000,Tennessee,South Region
7766,50,4,1,33,3,41.2,43.4,38.5,3,,1,0,65000,105000,Arkansas,South Region
7767,40,4,2,58,3,38.5,40.7,36.3,3,,1,0,,,Louisiana,South Region
7768,40,4,2,45,1,39,41.9,35.8,3,,0,0,40000,95000,Montana,West Region
7770,45,4,1,46,2,38.8,42,35.2,2,,1,0,36000,36000,Ohio,Midwest Region
7773,30,4,2,31,3,37.6,39.7,34.9,3,,1,0,90000,90000,California,West Region
7774,20,5,1,64,3,37.6,40.4,34.6,2,2,1,0,10000,10000,Colorado,West Region
7775,40,4,2,32,3,36.8,39.3,34.2,2,,1,0,73000,120000,Michigan,Midwest Region
7776,45,4,2,24,3,38.8,40.9,36.4,3,4,1,0,45000,85000,Washington,West Region
7777,50,5,2,37,3,38.7,40.6,36.8,3,2,1,0,120000,150000,Maryland,South Region
7778,25,5,2,34,1,40.6,43.3,37.4,3,2,0,0,25000,25000,Texas,South Region
7780,50,4,1,57,3,38.3,41,35.5,2,,1,0,145000,165000,Illinois,Midwest Region
7781,28,5,2,47,3,39,43,34.5,3,4,1,0,41310,101000,Indiana,Midwest Region
7782,65,3,1,63,,40.4,42.7,37.5,1,,1,0,350000,350000,Texas,South Region
7784,35,4,2,50,3,39,41.8,35.9,1,,0,0,80000,150000,Pennsylvania,Northeast Region
7785,41,3,2,55,2,38.6,40.9,35.7,2,4,0,1,52000,80000,California,West Region
7786,40,4,1,36,3,38,40.4,35.6,3,,1,0,85000,130000,Ohio,Midwest Region
7787,50,5,2,51,3,39.9,42.3,37.2,3,,1,0,120000,200000,Texas,South Region
7789,5,3,2,32,2,38.1,40.4,35.4,3,,1,0,3100,140000,California,West Region
7790,37,4,2,57,2,38.7,40.6,36.8,3,,1,0,0,,Kansas,Midwest Region
7791,50,3,2,54,3,40.4,42.7,37.5,2,,1,0,125000,125000,Texas,South Region
7793,40,3,2,35,3,39.1,42.3,35.6,3,,0,0,95000,165000,New York,Northeast Region
7794,160,4,2,40,1,43.1,47.3,37.3,3,,1,0,60000,100000,Texas,South Region
7795,55,3,2,32,3,39.6,41.7,37.5,3,,1,0,150000,300000,Georgia,South Region
7798,50,3,2,31,3,37.9,39.6,35.9,3,1,0,0,33000,75000,California,West Region
7799,50,1,1,57,2,38.6,40.9,35.7,2,,1,1,45000,45000,California,West Region
7801,35,3,1,60,3,39.2,41.3,37,3,,1,0,30000,50000,Maryland,South Region
7802,32,5,2,55,2,37.4,39.2,35.5,3,,1,0,30000,250000,California,West Region
7805,46,5,2,53,3,38.6,41.1,35.4,3,,1,0,72000,104000,Missouri,Midwest Region
7807,40,2,2,48,1,38.6,40.5,36.5,2,,1,0,23000,36000,Illinois,Midwest Region
7809,55,5,1,58,3,38,40.4,35.6,3,2,1,0,80000,110000,Ohio,Midwest Region
7810,50,4,1,27,3,36.5,38.3,34.8,3,,1,0,25000,25000,Florida,South Region
7811,40,4,1,58,3,38.5,41.5,35.5,3,,1,0,62000,62000,Massachusetts,Northeast Region
7812,45,3,2,59,3,39,42.5,35.2,3,4,1,0,70000,85000,Wisconsin,Midwest Region
7813,60,3,2,35,3,37.6,39.7,34.9,2,2,1,0,62500,62500,California,West Region
7814,30,3,2,50,3,37.7,40.9,34.5,3,2,1,0,20000,65000,Virginia,South Region
7815,40,4,1,54,3,38.3,40.7,35.7,3,4,1,0,82000,132000,Pennsylvania,Northeast Region
7816,30,3,1,42,1,38.4,41.5,34.9,3,,1,0,20000,40000,Pennsylvania,Northeast Region
7817,44,4,1,64,1,38.7,40.9,36.4,3,,1,0,36000,54000,Florida,South Region
7818,50,4,1,58,3,35.8,38,33.4,3,,1,0,1000000,120000,Georgia,South Region
7819,40,4,2,51,1,39.2,41.5,36.7,3,,1,0,45000,130000,North Carolina,South Region
7820,48,3,1,63,2,37.1,39.6,34.3,3,,1,1,39000,39000,Pennsylvania,Northeast Region
7821,15,4,2,40,1,39.3,42,36.5,2,4,0,0,,180000,South Carolina,South Region
7822,6,3,2,40,3,39,42.3,35.4,3,2,1,0,10000,215000,Ohio,Midwest Region
7823,43,5,1,57,3,39.2,41.5,36.8,3,,1,0,65000,65000,North Carolina,South Region
7824,40,4,2,42,3,38.3,41.1,35.2,3,,1,0,90000,150000,Indiana,Midwest Region
7825,40,3,1,33,3,37.3,40.3,34.3,3,,1,0,41000,87000,Illinois,Midwest Region
7826,15,4,2,78,3,38.4,39.9,36.6,2,,1,,5000,60000,Nevada,West Region
7827,12,3,2,76,1,38,41.6,34.2,2,,1,0,9000,100000,Wisconsin,Midwest Region
7828,40,5,1,64,1,38.9,40.6,37.2,3,,1,0,75000,95000,Florida,South Region
7829,45,3,2,45,3,38.3,40.9,35.6,3,,1,0,72000,160000,Pennsylvania,Northeast Region
7831,5,3,1,53,3,37.9,39.6,35.9,1,,0,0,76000,76000,California,West Region
7832,50,3,1,62,3,43,46.4,38.3,2,,1,0,50000,50000,North Dakota,Midwest Region
7833,40,3,2,28,3,40.8,44.4,36,3,2,1,0,43000,43000,Idaho,West Region
7834,70,3,1,54,3,37.9,40.5,35,3,2,1,0,80000,100000,Pennsylvania,Northeast Region
7836,30,5,2,63,1,37.9,40.7,34.9,3,4,1,0,15000,15000,Michigan,Midwest Region
7837,50,4,2,22,3,38.7,41.3,35.8,3,2,0,0,24000,35000,Arkansas,South Region
7839,35,3,1,58,1,38.4,41.3,35.2,2,,1,0,22000,155000,New York,Northeast Region
7840,45,5,1,36,3,40.2,42.7,37.6,3,,1,0,100000,115000,Iowa,Midwest Region
7841,40,4,2,28,3,38.8,40.7,36.7,3,,1,0,,,Arizona,West Region
7842,44,4,1,42,3,38.9,42,35.2,3,,1,0,44000,150000,Alabama,South Region
7843,40,5,2,49,1,38.1,40.4,35.4,3,,1,0,40000,95000,California,West Region
7846,50,3,1,58,3,38.2,39.8,36.5,1,,1,0,110000,155000,Virginia,South Region
7848,55,4,1,52,2,39.1,42,36,2,,0,0,60000,75000,Ohio,Midwest Region
7849,37,2,1,64,3,38.9,41.1,36.9,3,,1,0,72000,72000,Virginia,South Region
7850,55,4,2,,2,38.3,40.3,36.2,2,4,1,0,159000,159000,Minnesota,Midwest Region
7851,65,3,1,44,3,40.1,41.5,38.9,3,2,1,0,115000,115000,District of Columbia,South Region
7853,25,3,1,65,1,38.6,40.5,36.6,2,,1,0,87000,175000,Florida,South Region
7854,40,5,1,50,2,40.1,42.3,37.6,3,,1,0,120000,190000,Texas,South Region
7857,46,4,2,51,3,38.8,41.9,35.5,3,,1,0,80000,125000,Michigan,Midwest Region
7858,40,3,2,41,3,37.3,39.3,35.2,3,,1,0,,,Oregon,West Region
7859,40,4,1,65,3,38.6,40.8,36,3,2,1,0,70000,110000,Illinois,Midwest Region
7861,50,4,3,70,2,39,41.7,36.1,2,,0,0,40000,60000,Pennsylvania,Northeast Region
7863,60,4,2,62,2,39.1,41.1,37,2,,0,0,20000,20000,Georgia,South Region
7864,40,3,2,62,3,37.9,39.7,36,1,,1,0,65000,65000,New Mexico,West Region
7866,70,2,1,46,3,39.3,41.1,37.3,2,2,0,0,85000,85000,Florida,South Region
7867,50,4,1,33,3,37.4,39.6,35.1,3,,1,0,50000,100000,New York,Northeast Region
7868,5,4,1,34,3,38.6,40.3,37,3,,1,0,50000,125000,Indiana,Midwest Region
7870,40,3,1,57,2,39.3,41.7,36.6,2,,1,0,95000,175000,Oklahoma,South Region
7871,38,4,2,61,3,39.1,41.4,36.9,3,,1,0,57000,77000,Alabama,South Region
7872,75,3,1,33,3,38.5,41.3,35.5,3,2,1,0,230000,70000,Massachusetts,Northeast Region
7873,30,4,2,55,2,38.4,41.2,35.4,2,,1,0,20000,100000,Pennsylvania,Northeast Region
7874,45,3,1,61,3,38.6,41.4,35.3,2,,0,0,65000,90000,Washington,West Region
7875,55,2,2,29,3,39.2,42.4,35.6,3,1,1,0,36500,36500,Pennsylvania,Northeast Region
7876,40,2,1,38,3,37.8,40.9,34.1,3,,1,1,118000,118000,Utah,West Region
7877,34,3,1,34,3,37.6,39.9,35.4,3,1,0,0,22000,22000,North Carolina,South Region
7878,40,4,2,35,2,38,40.9,34.7,2,,1,0,,,Pennsylvania,Northeast Region
7879,16,2,1,62,2,38.6,41.1,35.8,1,,1,0,6000,12000,Missouri,Midwest Region
7884,18,3,2,27,2,35.4,37.5,33.1,3,,0,0,12000,12000,California,West Region
7885,40,5,2,52,3,37.8,40.5,35,3,,1,0,70000,120000,Ohio,Midwest Region
7886,42,3,1,36,3,35,38.7,30.1,3,,1,0,90000,90000,Utah,West Region
7887,55,3,1,31,3,38.6,40.5,36.5,2,1,0,0,60000,125000,Illinois,Midwest Region
7889,42,3,1,62,3,40,42.4,37.4,2,2,0,0,104000,120000,Texas,South Region
7892,50,4,2,48,3,39.1,41.6,36.6,3,4,1,0,60000,120000,Missouri,Midwest Region
7893,16,4,1,33,3,37.5,40.1,34.7,3,1,1,0,60000,,Washington,West Region
7894,70,4,1,35,3,39,41.3,36.5,3,2,1,0,225000,60000,Missouri,Midwest Region
7895,30,4,2,67,3,38.4,40.6,36.1,2,4,1,0,25000,25000,Ohio,Midwest Region
7896,40,2,1,36,3,39,41.5,36.5,3,4,0,0,25000,600000,Kentucky,South Region
7897,44,3,1,62,3,38,40.1,36,2,4,1,0,145000,195000,Massachusetts,Northeast Region
7898,40,4,2,34,1,38.7,40.9,36.4,3,,1,0,0,0,Florida,South Region
7899,40,3,3,69,3,40,42.7,36.5,1,,1,0,0,0,Texas,South Region
7900,50,5,1,29,3,42.4,44.6,40.3,3,,1,0,130000,400000,New York,Northeast Region
7901,45,4,1,29,3,39,40.8,37.2,2,4,0,0,42000,75000,West Virginia,South Region
7902,55,5,2,49,3,38.3,40.7,35.7,3,,1,0,110000,155000,Pennsylvania,Northeast Region
7903,60,4,2,44,3,38,39.8,36,3,2,1,0,200000,300000,California,West Region
7904,30,3,1,32,1,39.1,41.6,36.4,3,,1,0,18000,45000,Mississippi,South Region
7905,80,4,1,32,3,38.8,41.1,36.2,3,1,1,0,120000,120000,Colorado,West Region
7906,55,2,1,34,3,38.8,40.9,36.4,2,,1,0,125000,125000,Washington,West Region
7907,70,4,2,45,3,39.7,41.4,37.7,3,,1,0,380000,380000,Colorado,West Region
7909,20,3,2,67,1,39.8,42.2,37.3,2,,1,0,15000,22000,North Carolina,South Region
7910,40,4,2,49,3,40.3,43.6,36.8,3,,1,0,47000,47000,Texas,South Region
7913,48,5,1,37,2,38.6,40.5,36.5,3,,1,0,70000,120000,Illinois,Midwest Region
7914,38,4,2,60,2,38.6,41.6,35.4,1,,1,0,90000,170000,Maryland,South Region
7915,50,5,2,59,2,38.9,42.1,35.5,2,,1,0,160000,250000,New Hampshire,Northeast Region
7916,10,3,1,75,1,37.1,39.9,33.7,2,,1,0,50000,75000,Pennsylvania,Northeast Region
7918,40,2,2,37,3,39.2,41.3,36.9,3,,0,0,,,Georgia,South Region
7919,28,4,1,62,1,37.7,40.2,35,3,,1,0,19000,110000,Michigan,Midwest Region
7922,50,4,1,,3,38.4,40.8,36,3,,0,0,,,Indiana,Midwest Region
7923,42,4,2,50,2,38.4,39.9,36.6,2,,0,0,70000,70000,Nevada,West Region
7925,40,4,2,50,3,39.8,43,36,3,,1,0,75000,150000,Colorado,West Region
7926,40,4,1,38,2,38.5,40.5,36.4,2,,1,0,100000,200000,Ohio,Midwest Region
7927,50,4,1,61,3,39.8,42.2,37,3,,1,0,45000,45000,Virginia,South Region
7928,45,3,1,43,3,40.5,43.5,36.6,3,2,1,0,85000,160000,Texas,South Region
7929,29,3,2,29,3,38.9,41.4,36,3,,1,0,15000,40000,New Jersey,Northeast Region
7930,65,3,1,37,3,38.8,40.7,36.7,2,,1,0,50000,90000,Arizona,West Region
7931,70,4,2,64,3,38.7,40.5,36.9,2,4,1,0,160000,190000,New York,Northeast Region
7932,8,4,1,63,1,38.5,40.5,36.4,2,,1,0,7000,100000,Ohio,Midwest Region
7933,50,4,1,55,3,38.3,40.8,35.3,3,,1,1,0,,Oregon,West Region
7934,38,4,1,60,1,39.1,42.5,35.3,3,,1,0,35000,45000,Minnesota,Midwest Region
7936,48,3,2,65,3,39.8,41.8,37.4,3,,1,0,95000,95000,Texas,South Region
7937,35,3,1,48,2,36.3,39.1,33.8,3,1,1,0,26000,26000,North Carolina,South Region
7938,60,5,1,46,3,37.3,39.3,35.2,3,2,1,0,200000,200000,Oregon,West Region
7941,48,4,3,,3,38.6,40.5,36.5,3,2,1,0,,,Illinois,Midwest Region
7942,40,4,1,33,3,38,39.8,36,3,,0,0,65000,65000,California,West Region
7945,43,3,1,48,3,38.6,41.4,35.3,2,4,1,0,160000,160000,Washington,West Region
7946,35,4,2,53,2,39,41.8,35.9,2,4,1,0,50000,150000,Pennsylvania,Northeast Region
7948,20,4,2,39,1,39.8,43.2,36.3,3,,1,0,15000,68000,Florida,South Region
7950,50,4,1,25,3,38.4,40.8,35.8,3,,1,0,88000,88000,Minnesota,Midwest Region
7951,50,5,1,32,3,40.1,41.7,38.4,3,,1,0,235000,970000,California,West Region
7953,40,3,2,46,3,38.6,41.4,35.3,3,,1,0,160000,160000,Washington,West Region
7956,20,4,1,44,2,37.5,40.4,34.1,3,4,1,0,6000,130000,Colorado,West Region
7957,29,4,2,23,3,38.1,40.7,35,3,,1,0,8000,38000,Utah,West Region
7959,40,4,2,36,3,38.6,40.3,37,3,,1,0,67000,67000,Indiana,Midwest Region
7960,40,3,2,53,3,38.9,42,35.6,1,,0,0,43000,173000,Virginia,South Region
7962,60,4,1,30,2,39,42.5,35.2,2,2,1,0,45000,45000,Wisconsin,Midwest Region
7963,25,4,2,52,3,38.2,40.9,35,3,4,0,0,40000,130000,Washington,West Region
7967,37,3,2,20,3,37.6,39.7,34.9,2,,0,0,23400,3500,California,West Region
7968,30,4,1,18,3,41.5,45.1,37,3,,1,0,,,Oklahoma,South Region
7970,65,3,1,62,3,38.3,41.3,35.1,1,,1,0,55000,55000,Illinois,Midwest Region
7971,40,4,1,68,3,38.8,41.3,36.2,3,,1,0,,,North Carolina,South Region
7973,40,5,1,50,3,37.8,40.8,34.5,3,,1,0,,,Ohio,Midwest Region
7975,45,5,2,34,3,39.2,41.5,36.7,2,,1,0,89000,189000,North Carolina,South Region
7976,50,3,1,58,3,38.5,41.6,34.9,3,,1,0,70000,70000,Idaho,West Region
7980,15,5,2,54,3,38.1,40.7,35,2,,1,0,12000,300000,Utah,West Region
7981,40,4,2,32,3,39.3,41.9,36.3,3,,1,0,115000,115000,Illinois,Midwest Region
7982,70,1,1,60,2,38.4,40.9,35.7,2,2,1,0,20000,60000,Wisconsin,Midwest Region
7983,20,4,1,49,1,37.9,39.6,35.9,3,,1,0,62000,210000,California,West Region
7984,40,4,1,36,2,39.1,41,37.2,3,,1,0,50000,50000,Tennessee,South Region
7985,40,3,1,40,3,38.9,41.4,36.2,3,2,1,0,80000,175000,Kansas,Midwest Region
7986,40,4,1,62,3,38.4,41.5,34.9,2,,1,0,140000,140000,Pennsylvania,Northeast Region
7987,40,5,1,27,3,38.8,41.1,36.2,3,,1,0,40000,125000,Colorado,West Region
7988,40,3,2,57,2,38.5,41,35.9,2,,1,0,60000,105000,Pennsylvania,Northeast Region
7989,30,4,1,29,2,37.3,39.5,34.9,3,,0,0,20000,40000,Arizona,West Region
7990,40,4,1,48,3,39.5,42.3,36.4,3,,0,0,53000,125000,Nebraska,Midwest Region
7991,35,4,1,59,2,37.9,39.6,35.9,3,,1,0,125000,125000,California,West Region
7992,40,3,2,45,2,38.2,40.4,35.9,1,,,1,20000,45000,Connecticut,Northeast Region
7993,10,3,1,44,2,37,38.9,35.2,3,,1,0,0,800,New York,Northeast Region
7996,50,4,3,53,3,37.3,40.3,34.3,3,2,0,0,75000,90000,Illinois,Midwest Region
7998,45,2,2,58,3,38.7,40.5,36.9,2,2,1,0,95000,95000,New York,Northeast Region
7999,40,4,2,54,3,39.2,41.4,36.8,3,,1,0,175000,175000,Maryland,South Region
8000,58,5,1,63,1,39.3,41.1,37.3,3,2,0,0,30000,,Florida,South Region
8001,55,3,1,47,3,38.2,39.9,36.6,2,,1,0,71000,127000,Pennsylvania,Northeast Region
8003,25,3,2,40,3,38.5,41,35.9,3,,1,0,20000,60000,Pennsylvania,Northeast Region
8004,75,4,1,46,2,38.7,41.5,35.8,3,2,0,0,165000,195000,Maine,Northeast Region
8005,63,2,2,22,3,37.7,40.2,35,3,1,0,0,27000,30000,Michigan,Midwest Region
8006,28,5,2,60,3,37,39.2,34.5,3,,1,0,22000,95000,Indiana,Midwest Region
8007,40,4,1,38,3,37.9,40.4,35.1,3,,1,1,42000,70000,Illinois,Midwest Region
8008,55,4,2,60,3,38.9,42.7,34.5,3,,1,0,,,Ohio,Midwest Region
8011,50,3,1,28,1,38,39.8,36,3,1,1,0,150000,150000,California,West Region
8012,40,4,2,61,3,38.5,40.5,36.4,1,4,1,0,200000,235000,Ohio,Midwest Region
8013,40,4,1,55,3,40,42.4,37.3,3,,1,0,60000,107000,Mississippi,South Region
8014,40,5,1,33,3,38.5,40.3,36.6,3,,1,0,35000,35000,Tennessee,South Region
8015,50,4,1,57,3,39.8,43,36,3,,1,0,130000,200000,Colorado,West Region
8016,48,3,1,33,3,38.3,40.3,36.2,3,2,0,0,125000,160000,Minnesota,Midwest Region
8017,45,4,1,28,3,38.8,40,37.7,3,,1,0,115000,115000,Maryland,South Region
8018,30,2,1,63,2,37.7,40,35,3,,1,0,,,California,West Region
8020,30,4,2,78,3,38.4,40.9,35.9,2,,1,0,100000,120000,Maine,Northeast Region
8021,48,4,1,50,3,38.4,40.6,36.3,3,,1,0,55000,,North Carolina,South Region
8022,65,5,1,51,3,38.8,40.7,36.7,2,4,1,0,150000,170000,Arizona,West Region
8023,36,2,2,60,3,38.9,41.8,35.7,2,,1,0,36000,37000,Pennsylvania,Northeast Region
8024,16,4,2,20,2,36.6,39,33.5,3,2,1,0,6000,40000,Pennsylvania,Northeast Region
8025,41,5,1,35,3,38.6,40.5,36.5,3,,1,0,107000,162000,Illinois,Midwest Region
8026,40,5,2,62,1,39.5,41.9,37,1,,1,0,50000,50000,Missouri,Midwest Region
8028,30,4,2,48,3,39,43,34.5,3,,1,0,8000,,Indiana,Midwest Region
8030,36,4,3,,1,38.6,41.8,35,1,,1,0,,,Connecticut,Northeast Region
8031,46,4,1,62,1,39,41.8,35.9,2,,1,0,160000,166000,Pennsylvania,Northeast Region
8032,40,3,2,46,3,38.8,41.4,36,3,,1,0,108000,108000,South Carolina,South Region
8034,62,4,1,54,3,37.2,39.6,34.7,2,4,1,0,80000,100000,Vermont,Northeast Region
8035,50,3,2,56,2,37.3,39.3,35.2,1,,0,0,31000,40000,Oregon,West Region
8036,40,4,1,62,2,38.6,42.3,34.5,1,,1,0,,,Michigan,Midwest Region
8039,10,3,1,80,1,38.4,39.9,36.6,3,1,1,0,0,12000,Nevada,West Region
8040,36,2,1,56,3,38.7,42.3,34.9,3,,1,0,25000,37000,Ohio,Midwest Region
8041,80,5,2,28,3,39.3,41.3,37.1,3,2,0,0,0,0,Texas,South Region
8043,16,3,1,58,1,38,39.8,36,2,,1,0,80000,160000,California,West Region
8044,50,4,1,68,3,37.6,40.6,34.5,3,,1,0,200000,200000,Indiana,Midwest Region
8045,84,5,1,38,3,38.4,39.9,36.6,3,,1,0,75000,75000,Nevada,West Region
8046,60,2,1,65,3,39.9,42.5,37,3,,1,0,30000,35000,Tennessee,South Region
8047,50,3,1,69,3,38.7,41.3,35.9,1,,1,0,196000,196000,Maryland,South Region
8048,60,4,1,40,3,40.4,42.7,37.5,2,,1,0,45000,85009,Texas,South Region
8049,35,4,2,29,3,37.3,39.3,35.2,3,,0,0,105000,105000,Oregon,West Region
8050,40,4,2,65,1,35.4,37.5,33.1,1,,1,0,120000,200000,California,West Region
8051,55,4,2,35,3,39.7,41.4,37.7,3,,1,0,150000,150000,Colorado,West Region
8052,38,3,2,32,3,40.6,44.1,36.7,3,2,0,0,62000,113000,Iowa,Midwest Region
8055,45,3,2,44,1,38.2,40.7,35.4,3,1,0,0,68000,68000,Oklahoma,South Region
8058,50,5,2,64,3,37.9,39.6,35.9,2,,1,0,140000,150000,California,West Region
8062,40,5,2,30,3,41.8,45.5,37.3,3,,0,0,35000,80000,Texas,South Region
8063,40,2,1,34,3,40.4,42.7,37.5,2,,1,0,0,0,Texas,South Region
8064,45,5,1,32,3,38.1,40.6,35.2,3,,1,0,116000,116000,Idaho,West Region
8065,50,4,2,57,2,36.4,39.4,33,1,,1,0,30000,30000,Illinois,Midwest Region
8066,40,3,1,29,3,37.6,40.8,34,2,,0,0,30000,30000,Washington,West Region
8067,8,2,1,26,2,38.8,40.9,36.4,3,,1,0,10000,10000,Washington,West Region
8071,55,5,1,61,3,37.4,40.3,34.4,3,4,1,0,107000,160000,Massachusetts,Northeast Region
8072,40,4,2,31,2,37.9,40.1,35.3,3,,1,0,24000,24000,California,West Region
8073,30,5,1,66,2,38.3,40.2,36.4,2,,1,0,60000,120000,Delaware,South Region
8074,40,3,2,62,2,41.9,46.2,36.2,1,1,1,0,24000,60000,Alaska,West Region
8079,40,4,1,59,3,37.9,39.7,36,3,,1,0,65000,65000,New Mexico,West Region
8080,40,4,1,60,3,38.5,40.6,36.4,3,,1,0,160000,350000,Missouri,Midwest Region
8082,45,4,3,,3,38.3,40.3,36.1,2,,0,0,,,New York,Northeast Region
8083,55,4,2,35,3,38.7,40.7,36.4,3,,1,0,46337,46337,New York,Northeast Region
8084,50,5,2,18,3,38.7,40.9,36.3,3,,0,0,6900,,Florida,South Region
8087,40,3,2,36,3,39.2,41.4,36.8,3,,1,1,,,Maryland,South Region
8089,45,5,1,48,3,38.7,41,36.2,3,,1,,,,Kentucky,South Region
8090,40,3,1,47,3,40.1,42.7,37.2,3,2,1,0,130000,150000,Texas,South Region
8091,40,4,1,55,2,39.3,41.6,36.7,3,,1,0,42000,42000,Missouri,Midwest Region
8092,40,4,1,30,3,39.8,41.8,37.4,3,,1,0,65000,105000,Texas,South Region
8093,45,4,2,62,2,39.4,42.8,35.2,1,1,1,0,85000,90000,Colorado,West Region
8094,60,4,1,60,2,38.5,40.5,36.4,2,,1,0,65000,75000,Ohio,Midwest Region
8095,40,5,2,58,3,38,39.8,36,2,,1,0,40000,120000,California,West Region
8097,35,3,2,72,1,38.8,40.7,36.7,3,2,1,0,45000,95000,Arizona,West Region
8098,65,4,2,37,3,39.4,41.7,36.8,3,1,0,0,15000,60000,Arkansas,South Region
8099,40,4,2,43,2,38.8,40.7,36.7,2,,0,0,55000,140000,Arizona,West Region
8100,55,3,1,55,1,38.4,40.6,36.3,1,,1,0,50000,50000,North Carolina,South Region
