,Q14_hrs_all_jobs,Q2_Health,Q49_gender,Q50_age,Q3_Income_vs_5yr_ago,avg_hours_worked,avg_hours_worked_men,avg_hours_worked_women,Q4_Income_vs_5yr_fut,Q11_why_other_job,Q33_have_right_edu,Q62_ever_incarcerated,Q64_personal_income_cleaned,Q65_household_income_cleaned,statename,region
2958,43,2,2,45,3,38,40,35.6,3,,1,0,60000,140000,New Jersey,Northeast Region
2959,60,4,2,50,3,39.5,42,36.9,3,2,1,0,93000,220000,Georgia,South Region
2960,35,3,1,66,2,39.8,43.3,35.8,2,,1,0,17034,32091,Pennsylvania,Northeast Region
2961,40,2,1,47,3,39.1,41.7,36,2,,1,1,21000,21000,Indiana,Midwest Region
2964,30,4,2,57,3,38.7,41.5,35.5,3,,1,0,42000,65000,Illinois,Midwest Region
2966,40,3,2,42,3,39.3,41.3,37.1,3,,1,0,40000,40000,Texas,South Region
2967,16,4,2,53,2,38.2,41.5,34.3,2,2,0,0,4493,59308,Pennsylvania,Northeast Region
2968,45,4,1,54,1,39.1,41.1,37.2,3,,0,0,78500,150000,Georgia,South Region
2969,50,4,1,55,2,37.4,39.6,35.1,2,,1,0,120000,240000,New York,Northeast Region
2971,39,5,2,49,2,37.1,39.6,34.3,2,,1,0,30000,30000,Pennsylvania,Northeast Region
2972,50,3,1,50,2,38.8,40.7,36.7,2,2,1,0,80000,180000,Arizona,West Region
2974,55,3,1,,1,38.5,42.1,34.5,3,,1,0,,,Maine,Northeast Region
2979,75,5,1,55,3,39.4,42.5,36,3,2,1,0,150000,207000,Wisconsin,Midwest Region
2980,50,3,1,38,3,38.2,39,37.2,3,,1,0,42500,56000,North Carolina,South Region
2981,32,4,1,55,1,38.7,40.9,36.2,3,3,1,0,15000,15000,Alabama,South Region
2982,40,3,1,41,2,38.8,40.9,36.4,2,,1,0,90000,90000,Washington,West Region
2983,35,3,2,58,3,37.8,40.2,35.3,2,,1,0,200000,200000,Illinois,Midwest Region
2985,40,4,2,25,3,38.8,41.2,35.9,3,,1,0,68000,68000,Washington,West Region
2988,40,4,2,56,3,39.5,42.6,36.1,3,,1,0,25000,100000,Wisconsin,Midwest Region
2989,40,3,2,52,2,39.5,42.1,36.6,3,,1,0,37000,45000,North Carolina,South Region
2990,2,3,3,64,1,37,40.1,33.8,1,,0,0,20000,20000,Wisconsin,Midwest Region
2991,65,2,1,54,1,38.9,41.1,36.9,1,1,1,0,35000,65000,Virginia,South Region
2992,50,4,2,56,3,37.8,39.5,35.9,3,1,1,0,32000,32000,Florida,South Region
2993,48,3,2,49,3,38,40.2,35.9,3,,1,0,28000,,Ohio,Midwest Region
2994,50,3,2,55,2,38.3,40.3,36.2,2,,1,0,130000,130000,Minnesota,Midwest Region
2995,20,4,2,49,1,39.2,41.3,36.9,3,4,1,0,42000,62400,Georgia,South Region
2997,38,5,2,37,2,39,42.3,35.4,2,,1,0,38000,95000,Ohio,Midwest Region
2998,50,3,3,60,2,39.3,41.3,37.1,2,,1,0,,,Texas,South Region
2999,28,3,2,56,3,38.6,40.3,36.7,3,,1,0,15000,40000,Florida,South Region
3003,45,3,1,63,3,36.9,39.2,34.2,1,,1,0,160000,190000,Texas,South Region
3004,60,4,2,26,2,39.1,42.1,35.9,3,2,1,0,42000,105000,North Carolina,South Region
3005,40,4,2,58,2,37.7,40,35,2,,1,0,47689,86795,California,West Region
3007,40,5,2,65,3,37.9,39.6,35.9,1,,1,0,65000,65000,California,West Region
3009,5,3,1,89,1,38.2,40.6,35.8,2,,1,0,15000,15000,New Jersey,Northeast Region
3010,85,4,2,46,3,38.4,39.8,36.8,3,1,1,0,30000,30000,Florida,South Region
3017,40,4,2,60,3,38.5,40.6,36.3,2,,1,0,88000,135000,Georgia,South Region
3019,50,4,1,39,,39.2,41.3,37,3,,1,0,,,Maryland,South Region
3021,47,4,2,40,3,38.1,40.5,35.3,3,,1,0,60000,72000,Michigan,Midwest Region
3023,40,4,2,62,3,39.3,41.9,36.5,1,,1,0,53000,113000,Vermont,Northeast Region
3025,35,4,2,43,2,38.4,41.6,34.5,2,,1,0,30000,53000,Washington,West Region
3026,60,4,2,56,3,39.2,41.3,37,2,,1,0,100000,100000,Maryland,South Region
3031,60,2,1,33,1,38.7,40.5,36.9,3,1,0,0,35000,220000,New York,Northeast Region
3032,35,3,2,57,2,39.2,41.1,37.2,2,,1,1,25000,61000,Florida,South Region
3033,40,4,2,52,2,39.5,41.6,37.1,2,,1,0,135000,179000,Virginia,South Region
3036,30,5,1,55,3,38,40.2,35.9,1,,1,0,80000,200000,Ohio,Midwest Region
3037,55,3,2,46,3,38.4,41.3,35.2,2,,1,0,120000,300000,New York,Northeast Region
3038,40,4,2,68,3,38.9,41.4,36.2,1,,1,0,80000,100000,Ohio,Midwest Region
3040,1,4,1,31,3,38.7,41.5,35.5,3,2,1,0,65000,65000,Illinois,Midwest Region
3041,45,5,1,57,2,38.1,40.7,35,2,,0,1,70000,70000,Utah,West Region
3042,50,4,2,56,3,39,41.7,36.1,3,,1,0,80000,80000,Pennsylvania,Northeast Region
3043,40,4,2,61,3,37.9,39.6,35.9,3,,1,0,45000,90000,California,West Region
3045,30,3,2,60,1,38.8,40.7,36.7,1,1,1,0,12000,36000,Arizona,West Region
3046,45,2,1,62,2,39,42.4,35.2,1,,1,0,48000,100000,Wisconsin,Midwest Region
3048,45,3,2,33,3,38.6,40.6,36.5,3,,1,0,65000,100000,Delaware,South Region
3049,37,3,2,44,3,37.8,42.3,33.2,3,,1,0,17000,89000,Nebraska,Midwest Region
3050,40,4,1,44,3,37.9,40.7,34.9,3,,1,0,30000,30000,Michigan,Midwest Region
3051,30,3,2,65,1,37.2,41.1,33,1,2,1,0,20000,20000,Michigan,Midwest Region
3053,21,3,2,52,2,38,40.4,35.6,2,,0,0,14000,60000,Ohio,Midwest Region
3054,40,4,2,52,3,38.3,40.3,36.2,3,,1,0,24000,50000,Delaware,South Region
3055,70,5,2,26,3,39.6,42.1,37.1,3,1,1,0,55000,55000,South Carolina,South Region
3057,40,4,2,61,1,38,40.4,35.6,2,,1,0,47000,47000,Ohio,Midwest Region
3059,40,4,1,65,3,40.2,43.5,36.6,2,1,1,0,25000,25000,Oklahoma,South Region
3060,12,4,2,49,2,38.7,41,35.9,3,,1,0,0,35000,Tennessee,South Region
3063,55,5,1,44,3,38.7,40.6,36.6,3,,1,0,375000,375000,California,West Region
3065,60,5,1,50,3,37.7,39.7,35.5,3,,1,0,100000,140000,New York,Northeast Region
3067,50,4,1,59,3,38.3,40.3,36.2,1,,1,0,170000,260000,Minnesota,Midwest Region
3068,42,3,2,53,3,39.3,42.4,35.5,2,,1,0,61000,61000,Virginia,South Region
3074,40,4,2,38,3,40,43.4,36.3,3,,1,1,30000,30000,Indiana,Midwest Region
3076,30,3,2,58,2,37,40.2,33.4,2,4,0,0,,,California,West Region
3080,40,5,2,32,3,37.6,39.7,34.9,3,,1,0,97000,200000,California,West Region
3083,35,4,2,48,3,38.4,41.2,35.5,3,2,1,0,40000,100000,Rhode Island,Northeast Region
3085,40,3,1,78,2,38.4,40.4,36.2,2,,1,0,70000,90000,Nevada,West Region
3086,32,1,2,69,2,36.4,38.8,33.9,1,,0,0,20000,20000,Illinois,Midwest Region
3087,40,4,2,33,3,39,42.6,34.9,3,,1,0,48000,86000,Michigan,Midwest Region
3090,40,2,2,54,2,37.7,40.2,35.2,2,,1,0,25000,50000,North Carolina,South Region
3091,50,3,1,66,2,37.9,40.7,34.9,2,1,1,0,15000,30000,Michigan,Midwest Region
3092,50,3,1,48,3,39.3,41.4,36.8,2,,1,0,97000,107000,Hawaii,West Region
3093,30,4,2,64,3,40.8,44.4,36.5,3,,1,0,65000,101000,Nebraska,Midwest Region
3094,25,5,2,43,2,40.7,46.2,34.7,3,,1,0,50000,100000,Louisiana,South Region
3095,40,2,1,28,3,38.1,40.3,35.6,3,,0,0,41000,80000,Wisconsin,Midwest Region
3097,60,2,1,56,2,40.6,43.1,37.7,3,,0,1,25000,35000,Texas,South Region
3099,40,2,,,1,39.9,43,36.4,1,,1,0,35000,35000,North Dakota,Midwest Region
3100,49,4,1,50,2,41.5,45,36.9,3,,1,0,80000,160000,North Dakota,Midwest Region
3102,15,3,2,45,1,35.8,38.1,33.2,3,,1,0,61900,47000,California,West Region
3103,50,4,1,59,2,39.4,41.8,36.4,2,1,1,0,136000,136000,Colorado,West Region
3104,95,4,1,58,2,37.9,39.6,35.9,2,,1,0,80000,100000,California,West Region
3105,50,5,2,43,3,38.4,40.4,36.2,3,,1,0,115000,115000,Nevada,West Region
3106,50,3,2,47,2,41.5,46.1,35.2,3,4,1,0,,,Idaho,West Region
3108,40,4,2,32,3,38.3,40.8,35.3,3,,1,0,90000,130000,Oregon,West Region
3109,44,3,2,58,3,39.2,41.1,37.2,3,1,1,0,40000,70000,Florida,South Region
3110,45,5,1,31,3,39.1,41,37.2,3,,0,0,115000,115000,Tennessee,South Region
3111,40,3,2,64,2,38.3,40.3,36.2,1,,1,0,68900,75000,Florida,South Region
3113,60,5,1,66,2,38.8,40.7,36.7,1,,1,0,71500,95500,Arizona,West Region
3114,40,3,,,2,38.4,40.1,36.2,1,,0,0,26000,26000,Texas,South Region
3115,45,4,2,26,3,39.5,42,36.9,3,,1,0,77600,177600,Georgia,South Region
3116,50,4,2,28,3,38.6,41.1,35.6,3,,0,0,37000,82500,Iowa,Midwest Region
3117,30,3,2,61,3,39,42.1,35.6,2,,1,0,20000,100000,Georgia,South Region
3120,50,3,2,55,3,38,40.7,34.7,3,,1,0,75000,175000,Kentucky,South Region
3121,40,4,2,54,3,37.8,40.7,34.6,2,,1,0,17200,61200,Pennsylvania,Northeast Region
3122,50,3,2,57,3,38.1,40.7,35,3,,1,0,77000,77000,Utah,West Region
3123,45,4,2,55,3,36.6,38.8,34.1,,,1,0,40000,40000,New York,Northeast Region
3124,40,3,1,72,2,37.5,39.4,35.5,3,4,1,0,25000,35000,Arizona,West Region
3126,2,4,1,72,2,38.6,40.3,36.1,3,,1,0,600,,Arizona,West Region
3128,45,3,1,60,2,38,40.4,35.6,1,,1,0,70000,90000,Ohio,Midwest Region
3131,80,5,2,55,3,39.3,41.6,36.7,2,1,0,0,50000,50000,Missouri,Midwest Region
3135,40,4,1,66,3,38.1,40.4,35.4,3,,1,0,9000,145000,California,West Region
3137,40,1,2,60,1,39.3,41.4,36.8,1,,0,0,75000,121000,Hawaii,West Region
3138,50,4,2,53,3,36.9,39.2,34.2,3,,1,0,50000,85000,Texas,South Region
3141,50,4,2,38,3,37.9,39.6,35.9,3,,1,0,150000,150000,California,West Region
3143,50,4,2,53,2,38.6,40.5,36.6,3,1,0,0,22000,23000,Florida,South Region
3144,35,3,1,84,1,36.5,36.4,36.6,1,,1,0,50000,,New Mexico,West Region
3146,40,4,2,52,2,38.7,41.8,35.4,2,,0,0,48000,48000,Wisconsin,Midwest Region
3147,60,3,1,60,1,38.5,41.7,34.9,3,2,1,0,50000,50000,New York,Northeast Region
3148,43,4,1,25,3,38.3,41.1,35.2,3,,1,0,40100,190000,New York,Northeast Region
3153,35,4,2,67,1,37.2,38.5,35.8,1,,1,0,96000,145000,New Mexico,West Region
3157,40,2,1,52,2,37.5,40.3,34.6,2,,1,0,55000,75000,Massachusetts,Northeast Region
3159,40,4,1,63,2,39.3,41.3,37,1,,1,0,68000,140000,Virginia,South Region
3162,40,5,2,58,3,38.6,40.8,36.2,3,,0,0,92000,98000,Tennessee,South Region
3164,42,3,1,45,3,38.8,41.3,35.8,2,,1,0,70000,120000,Texas,South Region
3170,45,4,1,33,3,37.9,39.6,35.9,3,1,1,0,26000,26000,California,West Region
3171,45,4,2,33,3,36.9,38.7,35.2,3,4,1,1,40000,65000,Virginia,South Region
3172,38,2,2,70,2,38.6,41.7,35.2,2,,1,0,9000,46000,New York,Northeast Region
3173,40,4,2,59,3,38.1,40.4,35.5,3,,1,0,109000,109000,California,West Region
3175,48,5,1,56,3,37.6,39.7,34.9,3,,1,0,65000,90000,California,West Region
3178,40,4,2,74,1,38.8,41.9,35.5,1,,0,0,18000,18000,Michigan,Midwest Region
3179,60,3,2,61,3,39.1,42,36,3,,1,0,101000,113000,New York,Northeast Region
3180,46,3,2,46,2,39.1,41.4,36.9,3,,0,0,15028,3468,Alabama,South Region
3182,40,3,2,58,3,38.2,39.9,36.6,3,2,1,0,60000,150000,Pennsylvania,Northeast Region
3184,72,5,2,49,2,38.4,39.9,36.6,3,,1,0,100000,50000,Nevada,West Region
3187,35,4,1,60,2,38.3,40.8,35.3,2,,1,0,,,Oregon,West Region
3189,30,3,2,34,3,39.5,42.1,36.6,3,,1,0,5000,55000,Kansas,Midwest Region
3190,15,5,2,28,2,39.3,42.5,35.8,3,,1,0,9000,54000,Texas,South Region
3192,40,3,1,66,2,38.6,40.5,36.5,2,,0,0,60000,80000,Illinois,Midwest Region
3193,40,5,2,61,3,39.5,41.8,37,3,,1,0,40000,200000,North Carolina,South Region
3196,30,3,2,,3,38.6,40.3,37,1,4,0,0,,,Indiana,Midwest Region
3197,55,3,2,23,3,38.4,39.9,36.6,3,,0,0,40000,40000,Nevada,West Region
3199,30,5,2,55,2,37.4,39.6,35.1,3,2,1,0,,,New York,Northeast Region
3200,40,3,1,57,3,39.5,41.7,37,3,,1,0,45000,90000,Kentucky,South Region
3201,40,1,2,40,1,39,41.6,36.2,3,,0,0,12000,12000,Wisconsin,Midwest Region
3202,40,5,1,52,1,37.8,39.6,35.9,3,,1,0,20000,20000,Wisconsin,Midwest Region
3205,6,3,1,33,1,37.4,39.6,35.1,3,3,1,0,2000,2000,New York,Northeast Region
3208,95,3,1,51,3,37.9,39.6,35.9,3,1,0,1,160000,160000,California,West Region
3212,70,3,1,57,3,38.4,41.4,35,3,1,1,0,140000,140000,Michigan,Midwest Region
3215,48,4,1,45,3,36.8,39.4,34,2,,1,0,82000,82000,New Hampshire,Northeast Region
3217,60,3,1,59,3,39.3,41.6,36.6,2,,1,0,90000,120000,Virginia,South Region
3218,40,4,1,56,3,39.9,41.8,37.7,2,,1,0,92000,92000,Texas,South Region
3219,30,3,2,68,3,39.5,41.6,37.1,1,,0,0,74000,89000,Virginia,South Region
3220,80,4,2,45,3,39.3,41.6,36.6,3,,1,0,160000,300000,Virginia,South Region
3221,40,3,1,63,2,38.3,40.7,35.7,2,,0,0,18000,,Pennsylvania,Northeast Region
3224,55,5,1,52,3,39.2,42.7,35.2,3,4,0,0,39000,49000,Minnesota,Midwest Region
3225,50,4,1,64,3,39.9,42.3,37.2,1,,1,0,100000,100000,Texas,South Region
3226,60,5,2,58,2,38.7,41.3,35.7,2,,1,0,63000,63000,Florida,South Region
3227,50,5,2,53,3,38.7,40.5,36.9,2,,1,0,106000,210000,New York,Northeast Region
3228,12,3,2,,1,38.3,41.3,35.2,2,,1,0,24000,,Minnesota,Midwest Region
3229,38,4,2,40,3,38.4,42.2,34.2,3,,1,0,50000,50000,Pennsylvania,Northeast Region
3231,37,3,2,54,3,37.4,39.6,35.1,2,,1,0,50000,200000,New York,Northeast Region
3232,24,3,2,66,3,33.2,35.8,30.3,1,,1,0,,,Washington,West Region
3233,45,4,2,49,3,37.5,40.1,34.5,3,,1,0,45000,150000,California,West Region
3236,25,4,1,30,3,38.1,40.4,35.5,3,4,0,0,10000,25000,California,West Region
3238,50,4,1,35,3,36.9,38.8,35.1,3,2,0,0,80000,80000,New York,Northeast Region
3243,40,5,2,63,3,36.3,37.8,34.8,1,,1,0,45000,45000,Florida,South Region
3245,43,3,2,67,3,38.8,41.1,36.2,3,,1,0,84000,,Colorado,West Region
3246,40,4,1,51,3,39.8,43,36,2,2,1,0,150000,175000,Colorado,West Region
3248,50,4,2,54,3,38.8,41.4,36,3,,1,0,70000,70000,South Carolina,South Region
3249,40,4,2,61,3,38.7,41.5,35.6,1,,1,0,50000,62000,North Carolina,South Region
3250,48,4,2,39,3,38.8,41.2,36.2,3,2,1,0,42000,70000,South Carolina,South Region
3251,50,2,2,51,3,38.8,41,36.4,3,,1,0,63000,115000,Nebraska,Midwest Region
3252,70,4,1,54,1,41.1,44.9,36.6,3,2,1,0,20000,20000,Nebraska,Midwest Region
3253,40,4,1,45,3,40.8,44.2,36.3,2,,1,0,35000,35000,Texas,South Region
3254,60,3,1,48,3,39,42.8,34.6,3,2,0,1,90000,90000,Michigan,Midwest Region
3255,35,5,2,48,3,39.5,42.3,36.4,3,,1,0,90000,175000,Nebraska,Midwest Region
3256,15,4,1,80,2,39.4,42,36.6,1,,1,0,20000,70000,South Carolina,South Region
3257,18,4,2,29,3,38.4,39.9,36.6,3,,1,0,40000,85000,South Carolina,South Region
3258,30,2,2,56,1,38.6,40.3,36.7,2,,1,0,40000,80000,Florida,South Region
3259,40,2,1,59,2,37.6,41,33.6,1,,0,0,38000,62000,Pennsylvania,Northeast Region
3261,45,3,2,59,1,39.1,42,35.7,1,,1,0,40000,40000,Ohio,Midwest Region
3262,50,2,2,37,3,38.8,42.9,34,2,2,1,1,45000,75000,Ohio,Midwest Region
3266,48,4,1,64,3,38.7,41.3,35.8,3,,1,0,110000,220000,Maryland,South Region
3267,40,3,1,58,2,36.8,39.4,34,3,,0,0,60000,60000,New Hampshire,Northeast Region
3269,86,3,1,55,3,39.1,41,37.2,2,,0,0,80000,120000,Tennessee,South Region
3270,45,4,2,40,3,38.4,41.2,35.5,1,,0,0,70000,70000,Rhode Island,Northeast Region
3271,45,5,2,55,2,39.3,42.6,35.3,2,,1,0,34000,120000,Tennessee,South Region
3273,40,3,2,54,1,39.4,41.8,36.7,3,,1,0,40000,112000,Colorado,West Region
3274,18,4,2,58,2,38.5,41.6,34.9,1,,0,0,30000,90000,Idaho,West Region
3275,50,4,2,39,3,39.7,41.4,37.7,2,,0,0,80000,170000,Colorado,West Region
3277,42,3,1,57,2,37.8,40.6,35,2,1,1,0,40000,100000,North Carolina,South Region
3278,32,3,2,32,3,38,40.2,35.9,3,,1,0,33000,65000,Ohio,Midwest Region
3279,40,4,1,64,3,39.4,42.7,35.8,3,,1,0,66000,10000,Illinois,Midwest Region
3280,55,4,2,36,3,38.5,41.3,35.5,3,,1,0,105000,160000,Massachusetts,Northeast Region
3281,50,4,2,67,1,37.9,40.2,35.5,1,,1,0,58000,60000,Pennsylvania,Northeast Region
3282,16,4,1,81,2,35.3,37.3,33.2,1,,1,0,12000,27000,Illinois,Midwest Region
3284,48,3,1,46,3,38.3,40.9,35.6,2,,0,0,80000,150000,Pennsylvania,Northeast Region
3287,60,4,2,36,1,38,40.2,35.9,3,,1,0,32000,85000,Ohio,Midwest Region
3288,45,4,2,66,3,38.2,40.6,35.8,1,,1,0,125000,185000,New Jersey,Northeast Region
3291,19,5,2,61,3,39.2,41.3,37,3,,1,0,9548,155842,Maryland,South Region
3293,40,3,2,60,2,37.3,39.6,35,2,,1,0,45000,70000,New York,Northeast Region
3295,50,3,2,62,3,37.3,39.6,35,2,,0,0,72000,72000,New York,Northeast Region
3296,70,5,1,48,3,38.7,42.4,34.3,1,,1,0,65000,300000,Ohio,Midwest Region
3297,47,3,1,25,3,38.9,41.4,36.2,3,,1,0,32000,32000,Ohio,Midwest Region
3299,50,5,1,50,3,39.3,43.1,35,3,4,1,0,260000,260000,Michigan,Midwest Region
3301,0,1,1,74,1,37.9,40.6,34.6,1,,0,0,0,0,Michigan,Midwest Region
3302,28,2,2,58,1,41.3,43.9,38.2,1,,,0,12420,9600,Texas,South Region
3303,60,3,2,36,3,38.6,40.9,35.7,3,4,0,0,30000,130000,California,West Region
3304,41,4,2,44,2,39.4,41.8,36.4,3,,1,1,35000,35000,Colorado,West Region
3307,24,4,2,63,3,38.6,40.5,36.5,2,,1,0,17600,29000,Illinois,Midwest Region
3308,20,4,2,47,3,38.7,40.6,36.8,3,2,1,0,150000,270000,Maryland,South Region
3309,40,3,2,62,3,38.2,40.5,35.4,3,,1,0,115000,115000,California,West Region
3312,40,4,1,62,3,39.5,42.4,36.3,1,,1,1,73000,73000,Indiana,Midwest Region
3317,40,4,2,41,3,37,39.4,34.5,3,2,1,0,53000,145000,New York,Northeast Region
3319,35,3,2,43,3,36.9,38.8,35.1,3,,1,0,100000,180000,New York,Northeast Region
3321,9,3,1,89,2,38.4,40.6,36.3,3,4,1,0,2340,35040,North Carolina,South Region
3322,40,4,2,43,3,40.1,42,37.8,3,,1,0,61000,110000,Virginia,South Region
3323,50,2,1,36,3,39.1,41.4,36.7,3,,0,0,78000,110000,Virginia,South Region
3329,36,4,2,56,2,38.5,41.3,35.3,3,,1,0,35119,60500,Ohio,Midwest Region
3330,35,4,1,25,3,38.2,39.8,36.5,3,,1,0,50000,60000,Virginia,South Region
3332,20,3,1,70,2,38.3,41.1,35.2,2,2,1,1,10000,65000,New York,Northeast Region
3338,16,3,1,33,1,39.1,41.6,36.1,3,,0,0,3000,20000,Texas,South Region
3339,50,3,1,57,2,38.1,40.6,35.2,3,,1,0,36000,48000,Idaho,West Region
3340,40,3,2,68,3,38,40.2,35.9,1,,1,0,165000,480000,Ohio,Midwest Region
3343,16,4,2,72,1,38.4,41.5,34.7,1,,1,0,5500,58000,Colorado,West Region
3344,40,3,1,59,3,37.9,39.6,35.9,2,,1,0,30000,75000,California,West Region
3345,45,2,3,35,3,37,39.7,34.2,3,2,1,0,35000,55000,California,West Region
3346,45,5,1,53,3,37.9,39.7,36,2,,1,0,55000,55000,New Mexico,West Region
3347,45,5,1,60,2,37.5,40.4,34.1,3,,1,0,60000,60000,Montana,West Region
3349,10,3,1,70,1,37.1,39.6,34.3,1,,1,0,35000,35000,Pennsylvania,Northeast Region
3350,60,2,1,43,3,37.7,40.1,35.2,2,,1,1,60000,60000,Kentucky,South Region
3351,5,5,2,43,3,37.6,39.9,35,3,,1,0,14000,1000000,Oregon,West Region
3357,40,4,1,66,3,39.1,41,37.2,1,,1,0,40000,60000,Tennessee,South Region
3359,40,3,1,64,1,39.1,41.6,36.6,3,,1,,,,Missouri,Midwest Region
3362,19,4,2,38,3,38.1,40.4,35.4,3,,1,0,8000,100000,California,West Region
3363,40,3,2,52,3,37.9,39.6,35.9,2,,0,0,90000,90000,California,West Region
3368,44,4,2,64,3,37.7,40.3,35.2,2,,1,0,96900,185000,Connecticut,Northeast Region
3369,40,3,1,63,2,38.8,41,36.2,1,,0,0,0,,New Jersey,Northeast Region
3370,40,3,1,66,2,38.4,41.5,34.9,1,,1,0,40000,100000,Pennsylvania,Northeast Region
3372,50,5,1,29,3,38.1,40.2,35.8,3,,0,0,50000,100000,New York,Northeast Region
3374,29,5,2,70,2,39,41.2,36.7,2,2,1,0,9000,64000,Virginia,South Region
3375,40,4,1,55,1,38.5,40.1,36.9,3,,1,0,30000,30000,Virginia,South Region
3376,48,3,2,53,1,40.3,42.5,38.1,3,,0,0,27000,27000,Alabama,South Region
3379,56,3,1,55,3,37.6,39.5,35.6,3,,1,0,76000,76000,Colorado,West Region
3380,40,2,1,39,3,38.6,40.9,35.7,3,,1,0,160000,160000,California,West Region
3381,28,5,2,22,3,39.8,42.9,36.4,3,2,1,0,10000,35000,Kentucky,South Region
3383,40,4,1,59,3,41.6,44.5,38.5,3,4,1,0,82000,100000,Texas,South Region
3384,46,3,1,75,1,39,41.9,35.8,3,,0,0,,,Montana,West Region
3385,40,3,2,26,3,39.7,41.7,37.7,3,,0,0,10000,14400,Arkansas,South Region
3389,50,3,2,52,3,38.7,40.6,36.8,2,,1,0,60000,80000,Maryland,South Region
3391,60,4,1,51,3,39.4,41.8,36.8,3,,1,0,170000,225000,Alabama,South Region
3392,40,3,1,56,3,38.5,41.4,35.3,3,,,0,50000,50000,Ohio,Midwest Region
3393,50,3,1,49,3,38.4,40.9,35.9,3,,1,0,78212,,Maine,Northeast Region
3394,40,3,2,55,3,40.2,42.4,37.7,3,,1,0,45000,75000,Alabama,South Region
3397,45,3,2,48,3,39.7,43,36.1,3,,1,0,77000,77000,Indiana,Midwest Region
3399,40,3,1,38,3,39.3,41.6,36.6,3,,1,0,62000,75000,Virginia,South Region
3400,38,4,1,52,3,39.1,42.1,35.8,2,,1,0,120000,120000,Michigan,Midwest Region
3401,68,3,2,32,2,36.9,38.8,35.1,3,,1,0,50000,100000,New York,Northeast Region
3407,36,5,2,62,2,39.2,43.3,34.5,2,,1,0,72000,110000,Idaho,West Region
3409,32,4,2,33,3,38.3,40.3,36.2,3,,0,0,26000,55000,Minnesota,Midwest Region
3412,35,4,1,62,1,38.7,41.5,35.5,3,,1,0,20000,70000,Illinois,Midwest Region
3413,36,4,2,36,3,38.5,40.3,36.6,3,,1,0,,,Tennessee,South Region
3415,56,4,1,61,2,37.7,39.9,35.2,2,2,1,0,45000,45000,Missouri,Midwest Region
3416,50,5,2,31,3,38.6,40.5,36.5,3,,1,0,125000,225000,Illinois,Midwest Region
3418,40,4,2,48,3,38.4,41.5,34.9,3,,0,0,80000,150000,Pennsylvania,Northeast Region
3419,40,4,1,61,3,38.8,41.1,36.3,2,,1,0,106000,106000,New Jersey,Northeast Region
3420,40,4,2,36,3,38.7,41.8,35.4,3,,1,0,82000,82000,Minnesota,Midwest Region
3421,24,3,2,65,2,37.8,40.8,34.6,1,4,1,0,35000,85000,New Jersey,Northeast Region
3423,20,4,1,40,3,38.9,40.6,37.2,3,,1,0,85000,175000,Florida,South Region
3424,40,5,2,26,3,39.1,41.7,36.3,3,,1,0,40000,100000,West Virginia,South Region
3427,48,3,1,65,2,42.4,44.6,40.3,1,,1,0,300000,400000,New York,Northeast Region
3428,48,3,1,65,2,38.9,41.9,35.7,1,2,1,0,62000,65000,Indiana,Midwest Region
3429,38,3,2,50,3,38.8,41.9,35.5,3,,1,0,70000,70000,Michigan,Midwest Region
3430,52,5,1,59,3,39.5,42.1,36.6,2,2,1,0,52000,85000,Kansas,Midwest Region
3433,42,4,2,45,3,38.1,40.7,35,3,,1,0,72000,180000,Utah,West Region
3435,37,3,1,48,3,39.2,41.1,37,3,,1,0,90000,125000,Florida,South Region
3438,38,3,2,,3,37.9,40,35.8,3,,1,0,,,Texas,South Region
3440,47,4,2,37,3,38,40.1,36,3,4,1,0,138000,138000,Massachusetts,Northeast Region
3441,45,3,1,67,3,37.4,39.2,35.5,1,,1,0,130000,300000,California,West Region
3445,30,5,2,61,2,38.6,40.5,36.5,1,,1,0,100000,160000,Illinois,Midwest Region
3446,40,4,1,68,2,38.6,41.6,35.1,1,,1,0,250000,250000,Oregon,West Region
3447,40,4,2,41,3,40,42.9,36.6,3,,1,0,49000,90000,Minnesota,Midwest Region
3448,40,2,2,51,1,38.6,40.5,36.5,2,,1,1,38000,100000,Illinois,Midwest Region
3449,44,3,2,40,3,40.1,43,36.7,3,,1,0,75000,75000,North Carolina,South Region
3452,40,4,1,50,2,38.5,41,35.9,3,,1,0,30000,60000,Pennsylvania,Northeast Region
3453,40,4,2,49,3,38.8,40.7,36.7,3,,1,0,175000,175000,Arizona,West Region
3454,25,2,2,34,1,38.6,40.5,36.6,2,1,1,0,20000,40000,Florida,South Region
3456,44,2,1,48,2,38.5,41.1,35.5,3,,1,0,28000,40000,Pennsylvania,Northeast Region
3458,60,4,2,54,2,38.1,40.4,35.5,2,,1,0,135000,200000,California,West Region
3467,40,5,2,51,3,38.6,40.5,36.5,3,,1,0,57000,57000,Illinois,Midwest Region
3470,40,4,2,59,3,38.5,41,35.9,1,,1,0,77000,300000,Pennsylvania,Northeast Region
3472,36,4,2,57,3,37.3,39.5,35,3,,1,0,85000,140000,Rhode Island,Northeast Region
3474,58,3,1,62,3,39.1,42.1,35.8,3,,1,0,120000,125000,Michigan,Midwest Region
3475,45,4,1,68,3,38.4,40.6,36.1,1,,1,0,95000,150000,North Carolina,South Region
3476,10,2,1,63,1,40.4,42.7,37.5,1,,1,1,58000,58000,Texas,South Region
