,Q14_hrs_all_jobs,Q2_Health,Q49_gender,Q50_age,Q3_Income_vs_5yr_ago,avg_hours_worked,avg_hours_worked_men,avg_hours_worked_women,Q4_Income_vs_5yr_fut,Q11_why_other_job,Q33_have_right_edu,Q62_ever_incarcerated,Q64_personal_income_cleaned,Q65_household_income_cleaned,statename,region
2146,11,5,1,70,2,38.7,40.9,36.3,3,,1,0,3500,24600,Florida,South Region
2147,50,3,1,60,3,38.9,41.4,36.2,2,,1,0,70000,78000,Ohio,Midwest Region
2148,40,4,2,43,3,39.3,41.9,36.1,3,,1,0,50000,80000,Minnesota,Midwest Region
2149,34,4,2,46,1,36.2,38.8,33.7,2,,1,0,14000,98000,Illinois,Midwest Region
2150,,3,2,80,2,38.6,42.1,34.8,2,,,0,40000,80000,New Jersey,Northeast Region
2151,,4,2,30,2,39.4,42.5,36,3,,,0,0,55000,Wisconsin,Midwest Region
2152,40,4,2,58,2,38.8,40.7,36.7,2,,1,0,40000,60000,Arizona,West Region
2153,49,,1,63,,38.6,40.9,35.7,,,1,0,190000,190000,California,West Region
2154,,5,1,66,3,40.1,43.3,36.3,2,,,0,0,0,South Carolina,South Region
2155,40,3,1,57,2,39.3,41.3,37.1,2,,0,0,31000,31000,Texas,South Region
2156,,4,1,83,2,38.2,39.9,36.6,2,,,0,0,28000,Pennsylvania,Northeast Region
2157,,4,2,61,1,37,38.9,35.2,1,,,0,0,95000,New York,Northeast Region
2158,,2,2,55,1,37.2,39.5,34.7,2,,,0,0,90000,New Mexico,West Region
2159,50,3,2,54,3,39.2,41.3,36.9,3,,0,0,40000,200000,Georgia,South Region
2160,,4,1,75,1,39,41.8,35.9,3,,,1,0,25000,Pennsylvania,Northeast Region
2161,,4,1,87,1,38.2,39.9,36.6,1,,,0,0,0,Pennsylvania,Northeast Region
2162,40,4,2,61,2,38.2,39.9,36.6,1,,1,0,101000,230000,Pennsylvania,Northeast Region
2163,,3,1,56,2,42.3,44.9,38.8,2,,1,0,100000,100000,Texas,South Region
2164,12,4,2,39,2,39.9,42.6,36.9,3,1,1,0,48000,92000,Texas,South Region
2165,40,4,2,61,2,40,42.4,37.4,3,,1,0,61000,61000,Texas,South Region
2166,47,4,1,55,3,37.2,41.1,33,3,,1,0,103000,153000,Michigan,Midwest Region
2167,16,3,2,58,2,36.3,39.5,32.8,2,,0,0,10000,40000,Michigan,Midwest Region
2168,,4,2,68,1,38.4,41.8,34.6,2,,,0,0,50000,Michigan,Midwest Region
2169,,4,2,64,2,38.2,41,35,2,,,0,0,20400,Oregon,West Region
2170,50,4,1,70,3,39.2,41.6,36.5,1,,1,0,28000,58000,Arkansas,South Region
2171,34,3,2,56,2,38.3,40.9,35.5,2,,1,0,25000,130000,Wisconsin,Midwest Region
2172,,4,2,60,3,39.6,43.1,35.8,3,,,0,30000,80000,Wisconsin,Midwest Region
2173,40,3,2,62,3,40,43,35.8,2,,1,0,75000,86000,Louisiana,South Region
2174,40,4,2,46,3,39.4,41.2,37.5,2,4,0,0,58000,120000,Louisiana,South Region
2175,,2,1,69,3,39.9,43.4,35.8,2,,,1,0,1300,Mississippi,South Region
2176,,3,2,62,3,35.4,37.5,33.1,2,,,0,0,40140,California,West Region
2177,16,2,1,59,1,40.1,43.2,36.1,2,,0,1,8500,8500,Oklahoma,South Region
2178,50,2,2,52,3,38.7,40.6,36.6,2,,1,0,250000,250000,California,West Region
2179,70,5,1,49,3,38.9,41.3,35.9,3,,1,1,85000,115000,California,West Region
2180,37,3,1,31,2,39,41.4,35.9,2,,0,1,22100,22100,California,West Region
2181,,2,2,68,2,37.9,39.6,35.9,2,,,0,0,4300,California,West Region
2182,,4,1,64,2,38.2,40.3,36.2,1,,,,,,Arkansas,South Region
2183,70,3,2,51,2,38.8,41.3,35.8,2,,0,0,7000,5000,Texas,South Region
2184,40,4,2,51,3,37.9,39.6,35.9,2,,1,0,,,California,West Region
2185,40,4,3,58,3,39,41.2,36.7,3,,0,0,,,Virginia,South Region
2186,25,4,2,73,3,38.6,40.2,37,2,,1,0,36000,36000,Virginia,South Region
2187,,4,1,80,1,38.2,41.1,35.1,1,,,0,0,100000,New York,Northeast Region
2188,38,2,1,61,1,39,43,34.5,2,1,1,0,26000,26000,Indiana,Midwest Region
2189,,3,1,79,2,37.2,39.5,34.7,2,,,0,50000,100000,New Mexico,West Region
2190,,4,1,70,2,40.5,43.6,36.9,2,,,0,0,22000,Texas,South Region
2191,45,4,1,32,3,37.9,42.5,32.4,3,,1,0,75000,190000,Utah,West Region
2192,,2,1,59,2,38.1,40.7,35,2,,,0,25200,47500,Utah,West Region
2193,,4,1,40,3,37.2,39.6,34.7,2,,,0,90000,180000,Georgia,South Region
2194,,4,2,67,2,37.8,40.8,34.6,2,,,0,0,45000,Massachusetts,Northeast Region
2195,,4,2,29,1,40.8,43.6,37.6,2,,1,0,22000,22000,Iowa,Midwest Region
2196,,3,1,82,3,38.6,41.8,35,3,,,0,0,75000,Connecticut,Northeast Region
2197,,3,1,74,3,38.5,40.7,36.1,3,,,1,58000,65000,Florida,South Region
2198,,3,2,74,2,37.6,41.1,33.6,2,,,0,0,36000,California,West Region
2199,6,4,2,34,1,38.1,40.4,35.4,3,,1,0,16000,130000,California,West Region
2200,40,3,1,60,1,37.7,39.8,35.5,2,,1,0,28000,28000,West Virginia,South Region
2201,,3,2,55,3,39.1,41.4,36.9,3,,,0,0,,Alabama,South Region
2202,,4,1,81,2,38.7,40.7,36.7,3,,,1,32000,32000,Kentucky,South Region
2203,50,2,2,52,3,39,41.4,35.9,2,4,1,0,,,California,West Region
2204,,2,2,61,3,36.7,39.5,33.7,3,,,0,,150000,Oregon,West Region
2205,,4,2,64,3,38.6,41.4,35.1,2,,,0,0,37000,Illinois,Midwest Region
2206,10,5,2,71,2,38.6,41.6,35.4,1,,1,0,17000,90000,Maryland,South Region
2207,16,3,1,63,2,39.2,41.4,36.8,2,2,1,0,35000,175000,Maryland,South Region
2208,,4,2,90,1,38.6,40.8,36.3,2,,,0,,19700,Minnesota,Midwest Region
2209,40,5,1,61,3,39,41.2,36.6,1,,1,0,100000,235000,New Jersey,Northeast Region
2210,,3,2,83,2,38.2,40.2,36.1,2,,,0,0,,New Mexico,West Region
2211,37,4,1,60,3,38.5,40.6,36.3,3,,1,0,42000,75000,Florida,South Region
2212,,4,2,65,1,38.5,41,35.9,1,,,0,,100000,Pennsylvania,Northeast Region
2213,50,5,1,64,3,39.2,42.3,35.8,3,,1,0,,,New Jersey,Northeast Region
2214,,4,2,,2,37.9,39.9,35.8,3,,,0,,,South Carolina,South Region
2215,,3,2,68,1,38.3,40.7,36,1,,,0,0,125000,South Carolina,South Region
2216,50,5,1,56,1,38.5,41,35.5,2,4,1,0,30000,60000,Pennsylvania,Northeast Region
2217,40,3,2,31,1,38,39.8,36,3,,1,0,36000,145000,California,West Region
2218,40,2,2,58,3,38.6,40.4,36.6,3,,1,0,50000,50000,Florida,South Region
2219,42,4,1,57,3,39.5,42.2,36.4,3,,0,1,78000,78000,Indiana,Midwest Region
2220,55,3,2,59,3,40.1,44.5,35,3,,1,0,50000,80000,South Dakota,Midwest Region
2221,50,4,1,43,3,37.3,39.3,35.2,2,,1,0,85000,85000,Oregon,West Region
2222,40,4,2,54,3,37.4,39.2,35.5,2,,,0,50000,120000,California,West Region
2223,,3,2,62,1,38,40.4,35.6,2,,,0,0,1800,Ohio,Midwest Region
2224,,3,1,74,1,40.9,43.5,37.6,2,,,0,0,2661,Alabama,South Region
2225,,3,2,78,2,37.2,39.7,34.7,2,,,0,0,0,Massachusetts,Northeast Region
2226,38,2,2,56,2,39.4,42.4,35.8,2,,1,0,21000,35000,Colorado,West Region
2227,,2,2,60,2,39,41.8,35.9,2,,,0,0,30000,Pennsylvania,Northeast Region
2228,,3,1,78,3,39.3,42.7,35.5,2,,,0,0,100000,Georgia,South Region
2229,10,3,1,76,1,42.3,46.9,36.7,1,,1,0,10000,40000,Texas,South Region
2230,60,3,1,35,1,37.7,40.1,35.2,3,2,1,0,32000,32000,Nebraska,Midwest Region
2231,,4,2,63,1,42,47.6,35.8,2,,,0,0,,Nebraska,Midwest Region
2232,,3,1,76,2,36.2,38.6,33.6,2,,,0,0,65000,Minnesota,Midwest Region
2233,50,2,2,28,3,38,40.7,34.9,2,,0,0,38000,78000,Minnesota,Midwest Region
2234,40,3,1,57,1,39,41.2,36.7,3,,0,0,60000,78000,Virginia,South Region
2235,,4,1,69,3,40.4,44.1,36.1,2,,,0,,,Wisconsin,Midwest Region
2236,25,4,2,56,3,39.8,42.6,36.4,2,,1,0,60000,120000,Wisconsin,Midwest Region
2237,4,2,2,60,1,38.3,41,35.2,1,,1,0,4000,29000,Minnesota,Midwest Region
2238,,4,2,62,2,39.5,43.4,35.1,2,,,0,0,,Minnesota,Midwest Region
2239,50,4,3,55,2,36.8,39.5,33.7,2,,1,0,120000,120000,South Carolina,South Region
2240,40,2,1,54,3,38,39.1,36.7,3,,1,0,95000,190000,Virginia,South Region
2241,,2,2,52,2,37.7,39.9,35.6,3,,,1,6000,6000,Illinois,Midwest Region
2242,60,4,2,40,3,38.1,40.5,35.3,3,,1,0,110000,175000,Michigan,Midwest Region
2243,64,3,1,62,3,38.3,41.3,35.1,2,,1,0,50000,50000,Illinois,Midwest Region
2244,38,4,2,61,1,35.3,37.3,33.2,3,,1,0,40000,100000,Illinois,Midwest Region
2245,30,4,1,67,2,39,41.4,36.2,1,,1,0,400000,450000,Florida,South Region
2246,,3,2,75,2,38.5,40.6,36.2,2,,,0,0,,Mississippi,South Region
2247,55,5,1,60,2,39,41.4,36.4,2,2,1,1,50000,85000,Indiana,Midwest Region
2248,80,1,1,65,3,37.5,40.4,34.1,3,,1,0,120000,120000,Colorado,West Region
2249,140,5,2,60,1,40.8,44.2,36.3,3,1,1,0,45000,65000,Texas,South Region
2250,38,3,1,33,3,37.9,40.9,34.4,3,,0,0,85000,85000,Idaho,West Region
2251,50,4,1,58,3,38.7,42.3,34.5,3,,0,0,30000,40000,Texas,South Region
2252,55,3,2,36,3,38.8,40.9,36.4,3,2,1,0,78000,100000,Washington,West Region
2253,32,4,2,51,3,38.5,40.6,36.4,3,,1,0,51000,51000,Missouri,Midwest Region
2254,10,5,2,61,2,40.4,42.7,37.5,2,,1,0,60000,,Texas,South Region
2255,55,3,2,30,3,38.2,39.9,36.6,3,2,1,0,52000,,Pennsylvania,Northeast Region
2256,,4,2,55,2,37.2,39.7,34.7,2,,,0,0,800,Massachusetts,Northeast Region
2257,42,3,2,61,3,38.1,40.2,35.9,1,,1,0,,,Illinois,Midwest Region
2258,,4,1,52,2,38.8,41.1,36.2,3,,1,0,60000,60000,Colorado,West Region
2259,50,3,1,42,3,40.8,43.6,37.4,2,,1,0,136000,138000,Colorado,West Region
2260,50,5,2,51,2,39.7,41.4,37.7,2,1,0,1,15000,100000,Colorado,West Region
2261,,3,1,74,2,37.9,40.2,35.5,2,,,0,27000,30000,Pennsylvania,Northeast Region
2262,,,1,71,,40.8,44.2,36.7,,,,0,0,,Texas,South Region
2263,47,5,2,63,3,38.8,40.7,36.7,3,,1,0,70000,140000,Arizona,West Region
2264,,3,1,68,2,37.9,40.6,35.2,2,,,0,55000,95000,Ohio,Midwest Region
2265,,2,2,84,2,38.1,40.4,35.7,2,,,0,0,16044,Michigan,Midwest Region
2266,40,4,2,56,3,38.1,40.4,35.7,2,,0,0,80000,80000,Michigan,Midwest Region
2267,60,3,1,33,3,38.1,40.7,35,3,2,1,0,56000,95000,Utah,West Region
2268,20,3,1,76,2,41.9,46.2,36.2,1,,0,0,25000,25000,Alaska,West Region
2269,40,4,2,33,2,42.4,44.6,40.3,2,,1,0,58800,58800,New York,Northeast Region
2270,,4,1,67,1,38.6,41.2,36,3,,,0,0,5000,South Carolina,South Region
2271,,2,2,82,2,39.1,41.4,36.9,2,,,0,0,,Alabama,South Region
2272,,2,2,89,2,40.2,42.8,37.4,2,,,0,,,Mississippi,South Region
2273,,2,1,50,1,38.3,40.3,36.2,1,,0,0,242000,242000,Minnesota,Midwest Region
2274,50,3,2,39,3,37.3,40.8,33.6,3,1,0,0,31000,70000,Minnesota,Midwest Region
2275,40,3,2,48,2,38.9,41.1,36.6,3,,1,0,50000,75000,Mississippi,South Region
2276,40,3,1,61,3,37.9,39.6,35.9,1,,1,0,90000,90000,California,West Region
2277,28,4,2,82,1,37.9,39.6,35.9,1,4,1,0,100000,100000,California,West Region
2278,,2,2,61,1,40.3,44.5,35.5,2,,,1,0,0,Mississippi,South Region
2279,,3,2,68,2,38,40.2,35.9,2,,,0,0,70000,Ohio,Midwest Region
2280,,,1,73,,37.8,40.2,34.8,,,,0,0,,California,West Region
2281,27,4,1,23,3,37.5,40.4,34.1,3,,0,0,20000,100000,Montana,West Region
2282,40,4,2,65,2,37.7,39.9,35.2,1,,1,0,77000,47000,Missouri,Midwest Region
2283,35,3,2,53,1,40.6,44,36.8,2,4,1,0,40000,,Wyoming,West Region
2284,,5,1,78,2,37.9,39.6,35.9,2,,,0,,142000,California,West Region
2285,50,4,1,41,3,39.1,42.1,35.8,3,,1,0,,,Michigan,Midwest Region
2286,43,4,2,63,3,39.3,41.1,37.3,2,,1,0,38000,38000,Florida,South Region
2287,40,5,1,,2,39.8,41.8,37.4,3,,1,0,,,Texas,South Region
2288,,3,3,,,39.6,42,36.8,,,,0,,,Mississippi,South Region
2289,,4,2,65,3,38.5,40.3,36.6,3,,,0,0,65000,Tennessee,South Region
2290,,3,1,65,1,40.2,44,35.4,2,,,0,0,8500,Washington,West Region
2291,,5,1,61,2,38.8,40.9,36.4,2,,,0,0,168000,Washington,West Region
2292,40,4,2,49,2,39.1,42.1,35.8,3,,1,0,35000,115000,Michigan,Midwest Region
2293,,4,1,72,3,39.9,41.8,37.7,3,,,1,40000,,Texas,South Region
2294,,3,2,65,1,38.3,41.1,35.2,2,,,0,0,,New York,Northeast Region
2295,20,3,1,86,2,39,41.4,36.4,2,4,1,0,200000,200000,South Dakota,Midwest Region
2296,,4,2,77,2,36.1,38.2,33.6,2,,,0,0,,Pennsylvania,Northeast Region
2297,,4,2,57,2,38.5,40.6,36.4,3,,,0,0,0,Missouri,Midwest Region
2298,,3,2,70,2,39,41.9,36,2,,,0,0,60000,Georgia,South Region
2299,40,5,2,59,3,39,41.4,36.4,3,,1,0,90000,146000,South Dakota,Midwest Region
2300,,2,2,71,1,37.2,39.6,34.7,2,,,1,0,35400,Georgia,South Region
2301,10,4,2,70,3,35.4,37.5,33.1,2,2,1,0,60000,90000,California,West Region
2302,,3,2,48,1,39.2,41.7,36.6,3,,,0,0,,South Carolina,South Region
2303,65,3,1,36,1,40.2,43.2,36.8,3,4,1,0,250000,250000,South Carolina,South Region
2304,,4,2,69,2,37.5,39.4,35.5,2,,,0,0,35000,Arizona,West Region
2305,,4,2,84,2,38.4,40.9,35.7,2,,,0,0,35000,Pennsylvania,Northeast Region
2306,40,5,2,72,3,38.5,40.5,36.4,1,,1,0,50000,70000,Ohio,Midwest Region
2307,45,3,2,48,3,37.7,40.2,35.2,2,,1,0,51000,0,North Carolina,South Region
2308,,2,1,88,2,38.5,41.4,35.3,2,,,,0,60000,Ohio,Midwest Region
2309,52,3,1,65,3,39.3,41.9,36.3,1,,1,1,24000,26000,Illinois,Midwest Region
2310,,4,2,75,2,38.6,40.5,36.5,2,,,0,0,1500,Illinois,Midwest Region
2311,,3,2,64,1,38.3,41.3,35.1,2,,,0,0,12396,Illinois,Midwest Region
2312,,2,2,77,2,38.9,41,36.5,2,,,0,,,North Carolina,South Region
2313,40,5,2,61,3,37.9,39.6,35.9,1,,1,0,500000,530000,California,West Region
2314,40,4,2,54,3,38.7,40.9,36.4,3,,1,0,160000,160000,Florida,South Region
2315,,3,2,48,3,38.4,39.8,36.8,2,,,0,55000,95000,Florida,South Region
2316,,4,2,66,2,39.6,41.1,38.1,2,,,0,55000,105000,Maryland,South Region
2317,50,2,,,1,38.3,41.7,34.6,3,,1,0,70000,70000,New Jersey,Northeast Region
2318,65,5,2,62,3,38.5,40.1,37,3,1,1,0,48900,49120,Mississippi,South Region
2319,,2,2,71,1,39.3,41.4,36.8,2,,,0,0,,Hawaii,West Region
2320,,4,1,71,2,37.3,39.5,35,2,,,0,0,45000,Rhode Island,Northeast Region
2321,,3,2,67,2,40.6,43.3,37.4,2,,,0,0,24000,Texas,South Region
2322,12,4,2,26,1,40.1,43,36.7,3,2,1,0,15000,70000,North Carolina,South Region
2323,24,4,2,43,3,38.1,40.4,35.5,3,,1,0,85000,700000,California,West Region
2324,,5,2,73,2,37.9,41.1,33.8,2,,,0,40000,90000,Ohio,Midwest Region
2325,35,3,2,,3,38.6,41.8,35,3,,1,0,,,Connecticut,Northeast Region
2326,,3,3,50,2,39.4,41.8,36.4,3,,,0,30000,50000,Colorado,West Region
2327,,3,1,75,2,38,39.8,36,2,,,0,0,70000,California,West Region
2328,30,2,1,70,1,38.8,41,36.4,2,,1,0,6000,50000,Nebraska,Midwest Region
2329,30,4,1,73,3,39.8,42.2,37,2,4,0,0,125000,150000,Georgia,South Region
2330,,4,2,55,1,38.8,42.1,35,3,,,1,45000,0,Georgia,South Region
2331,,2,2,71,2,39.3,41.7,36.6,3,,,0,0,0,Oklahoma,South Region
2332,40,3,2,36,2,38.9,41,36.5,3,,1,0,20000,85000,North Carolina,South Region
2333,65,4,1,64,3,38.5,41.3,35.5,2,,1,0,90000,90000,Massachusetts,Northeast Region
2334,,5,1,50,3,39.4,42.8,35.2,3,,1,0,79000,140000,Colorado,West Region
2335,60,4,1,62,2,39.2,42.1,36.4,3,2,0,0,70000,108000,Louisiana,South Region
2336,40,4,2,62,3,39.7,43.3,35.8,1,,1,0,56000,56000,Wisconsin,Midwest Region
2337,50,4,2,28,3,38,40.4,35.6,3,2,1,0,104000,174000,Ohio,Midwest Region
2338,45,3,2,31,3,38,40.4,35.6,3,,1,0,60000,60000,Ohio,Midwest Region
2339,,4,1,41,3,38,40.4,35.6,3,,,0,30000,50000,Ohio,Midwest Region
2340,25,3,1,62,1,38.7,42.5,34.7,3,2,1,0,50000,100000,Illinois,Midwest Region
2341,,3,1,77,3,38.7,41.4,35.6,2,,,0,0,70000,North Carolina,South Region
2342,50,4,2,36,3,39.9,42.3,37.2,3,4,1,0,85000,155000,Texas,South Region
2343,40,3,1,61,1,38.3,41.1,35.2,1,,0,0,120000,120000,New York,Northeast Region
2344,,2,1,83,3,36.8,39.2,34.3,2,,,0,0,60000,Montana,West Region
2345,,3,2,,2,39.5,42.2,36.7,2,,,0,0,0,South Carolina,South Region
2346,41,5,2,57,2,39.3,42.5,35.4,2,,1,0,73000,110000,Alabama,South Region
2347,,4,1,89,2,37.2,39.7,34.7,2,,,0,0,25000,Massachusetts,Northeast Region
2348,,2,1,65,2,37.6,39.8,35.3,3,,,0,,,New York,Northeast Region
2349,36,2,2,63,2,37.6,39.9,35,1,,1,0,20000,65000,Oregon,West Region
2350,,3,1,76,2,37.1,40,34,2,,,0,0,75000,New York,Northeast Region
2351,,4,2,74,1,38.9,41.4,36.2,2,,,0,0,72000,Kansas,Midwest Region
2352,,3,1,82,2,38.8,41.9,35.5,2,,,0,0,45000,Michigan,Midwest Region
2353,45,3,1,53,3,40.5,43.2,36.8,2,,1,1,48000,48000,Kansas,Midwest Region
2354,40,2,2,48,3,38.8,41.3,36.1,3,,1,0,49000,49000,Kansas,Midwest Region
2355,40,2,2,63,3,42.1,46.1,36.2,2,,1,0,34000,34000,Kansas,Midwest Region
2356,,3,2,74,2,39.2,41.1,37.2,2,,,0,0,,Florida,South Region
2357,55,4,2,39,3,37.1,40.7,32.5,3,2,1,0,50000,50000,Utah,West Region
2358,,4,2,94,2,37.3,39.3,35.2,2,,,0,0,49336,Oregon,West Region
2359,40,3,1,58,3,38.2,40.7,35.1,2,,0,0,85000,100000,California,West Region
2360,,3,2,64,1,35.8,38.3,33.2,2,,,0,0,0,Oregon,West Region
2361,,3,1,85,3,37.9,39.6,35.9,2,,,0,0,104000,California,West Region
2362,,3,1,77,2,39.5,42,36.8,2,,,0,0,8000,Oklahoma,South Region
2363,40,3,,,2,39.3,41.1,37.3,3,,1,0,42000,34416,Florida,South Region
2364,60,5,1,69,3,38.7,40.6,36.8,3,,1,0,90000,140000,Kansas,Midwest Region
2365,,3,2,69,1,39.5,42.1,36.6,2,,,0,0,45600,Kansas,Midwest Region
2366,40,4,1,30,3,38.3,40.2,36.3,3,4,1,0,100000,100000,New York,Northeast Region
2367,26,3,2,25,1,38.7,41.3,35.9,1,,0,0,9000,,Maryland,South Region
2368,6,4,1,71,2,38.7,40.6,36.8,2,,1,0,1900,70000,Maryland,South Region
2369,,4,1,76,2,39.6,41.7,37.5,2,,,0,0,54000,Georgia,South Region
2370,,4,2,74,2,40,42.9,36.9,2,,,0,0,90000,Georgia,South Region
2371,55,3,2,33,2,39.8,43.4,35.5,2,,1,0,33000,70000,Minnesota,Midwest Region
2372,,3,2,50,1,38.1,39.8,36,3,,,0,0,50000,Georgia,South Region
2373,,3,2,61,1,38.8,40.5,37.2,2,,,0,16811,16811,Louisiana,South Region
2374,40,5,2,57,3,39.5,41.2,37.5,3,,1,0,66500,101000,Florida,South Region
2375,,3,2,70,1,39,41.7,36.1,2,,,0,30000,51000,Pennsylvania,Northeast Region
2376,,3,1,82,3,38.1,40.7,35,2,,,0,0,90000,Utah,West Region
2377,38,4,2,56,3,36.6,39.2,33.9,2,,0,0,22600,200000,Connecticut,Northeast Region
2378,,,2,,,37.8,41.3,33.3,,,,,,,Idaho,West Region
2379,,1,2,61,2,38.1,40.7,35,2,,,0,0,125000,Utah,West Region
